Unnamed: 0,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,brand_name,Mileage_upd,Engine_upd,Power_upd,Year_upd
2960,Delhi,62000,Diesel,Manual,Second,5.0,,4.25,Volkswagen,22.07,1199.0,73.9,5
2961,Pune,42023,Petrol,Automatic,First,5.0,,4.34,Honda,15.5,1198.0,86.7,4
2962,Kolkata,51001,Diesel,Automatic,First,5.0,,17.0,BMW,16.09,1995.0,184.0,7
2963,Kochi,55389,Diesel,Automatic,First,5.0,,28.45,BMW,18.88,1995.0,184.0,2
2964,Kochi,46728,Petrol,Automatic,First,5.0,,6.15,Honda,15.6,1497.0,116.3,5
2965,Kochi,58995,Diesel,Manual,First,7.0,,9.25,Mahindra,12.83,2696.0,162.0,5
2966,Delhi,37857,Diesel,Manual,First,5.0,,4.85,Maruti,26.59,1248.0,74.0,4
2967,Jaipur,71000,Diesel,Manual,First,5.0,,4.8,Maruti,25.2,1248.0,74.0,5
2968,Pune,49024,Petrol,Manual,First,5.0,,2.3,Honda,18.4,1198.0,86.8,7
2969,Mumbai,10770,Petrol,Manual,First,5.0,,4.75,Hyundai,18.9,1197.0,82.0,3
2970,Pune,72000,Diesel,Manual,First,5.0,8.93 Lakh,5.0,Tata,22.95,1248.0,74.0,2
2971,Jaipur,91000,Petrol,Manual,First,5.0,,2.5,Hyundai,21.1,814.0,55.2,4
2972,Mumbai,14000,Petrol,Manual,First,5.0,,5.95,Hyundai,18.6,1197.0,81.83,2
2973,Delhi,48000,Diesel,Automatic,Second,5.0,,16.0,Volvo,9.0,1984.0,181.0,5
2974,Delhi,75136,Diesel,Manual,First,5.0,,6.15,Ford,22.7,1498.0,89.84,5
2975,Hyderabad,32500,Petrol,Manual,Second,5.0,,4.05,Maruti,21.1,1197.0,85.8,5
2976,Hyderabad,94500,Diesel,Manual,Second,5.0,,3.1,Hyundai,21.9,1396.0,90.0,9
2977,Hyderabad,34900,Petrol,Manual,First,5.0,7.97 Lakh,5.49,Maruti,22.0,1197.0,81.8,6
2978,Coimbatore,42400,Petrol,Automatic,Third,4.0,,42.91,Porsche,8.0,4806.0,394.3,9
2979,Jaipur,50000,Diesel,Manual,First,5.0,,5.7,Maruti,17.8,1248.0,75.0,4
2980,Kolkata,35000,Petrol,Manual,First,5.0,,2.85,Honda,19.4,1198.0,86.8,5
2981,Bangalore,37000,Petrol,Manual,Second,5.0,,2.35,Chevrolet,18.6,1199.0,79.4,7
2982,Coimbatore,32807,Petrol,Automatic,First,5.0,,14.76,Hyundai,13.0,1591.0,121.3,1
2983,Pune,119000,Petrol,Manual,Second,5.0,,2.25,Honda,17.7,1497.0,78.0,11
2984,Mumbai,12000,Petrol,Manual,First,5.0,,3.65,Maruti,18.5,1197.0,85.8,3
2985,Delhi,46727,Diesel,Manual,First,5.0,,7.25,Ford,22.77,1498.0,98.59,3
2986,Hyderabad,73336,Diesel,Automatic,First,5.0,,10.69,BMW,13.2,1995.0,170.0,9
2987,Mumbai,9000,Petrol,Manual,Second,5.0,,5.5,Hyundai,17.01,1591.0,121.3,5
2988,Chennai,240000,Diesel,Manual,Fourth & Above,8.0,,5.1,Toyota,12.8,2494.0,102.0,14
2989,Mumbai,25422,Petrol,Manual,First,5.0,5.04 Lakh,3.25,Maruti,22.5,998.0,67.04,5
2990,Mumbai,14000,Diesel,Manual,First,7.0,11.66 Lakh,9.25,Maruti,25.47,1248.0,88.5,1
2991,Hyderabad,66000,Petrol,Manual,First,5.0,,1.7,Maruti,19.7,796.0,46.3,11
2992,Kochi,55324,Petrol,Manual,First,5.0,,2.87,Maruti,19.0,998.0,66.1,9
2993,Bangalore,90000,Diesel,Automatic,First,5.0,,17.75,BMW,11.0,2993.0,235.0,10
2994,Kolkata,43000,Petrol,Manual,First,5.0,7.35 Lakh,4.5,Mahindra,18.15,1198.0,82.0,2
2995,Bangalore,58483,Petrol,Automatic,Second,5.0,,2.95,Hyundai,19.2,1197.0,80.0,11
2996,Pune,93000,Petrol,Automatic,Second,5.0,,2.6,Honda,12.9,1799.0,130.0,12
2997,Hyderabad,50000,Petrol,Manual,First,5.0,,3.0,Hyundai,20.36,1197.0,78.9,9
2998,Ahmedabad,78616,Diesel,Automatic,Second,5.0,,15.5,Mercedes-Benz,14.84,2143.0,170.0,5
2999,Pune,37000,Petrol,Manual,First,5.0,,2.8,Toyota,17.6,1496.0,88.73,8
3000,Kolkata,54801,Petrol,Manual,First,5.0,,2.5,Honda,17.0,1497.0,118.0,9
3001,Bangalore,29000,Diesel,Manual,First,5.0,,5.75,Maruti,23.4,1248.0,74.0,5
3002,Pune,68000,Petrol,Manual,First,5.0,6.99 Lakh,2.8,Maruti,22.0,1197.0,81.8,9
3003,Kolkata,58000,Petrol,Manual,First,5.0,,4.59,Hyundai,17.01,1591.0,121.3,5
3004,Pune,64290,Diesel,Manual,First,5.0,,3.65,Maruti,23.2,1248.0,73.94,7
3005,Mumbai,31000,Diesel,Manual,First,7.0,,19.85,Toyota,13.0,2982.0,168.5,4
3006,Pune,16039,Diesel,Manual,First,5.0,23.89 Lakh,18.5,Jeep,17.1,1956.0,170.0,1
3007,Hyderabad,19860,Petrol,Manual,First,5.0,,6.95,Hyundai,18.6,1197.0,81.83,2
3008,Delhi,48500,CNG,Manual,Second,5.0,,2.85,Maruti,26.6,998.0,58.16,5
3009,Jaipur,75391,Diesel,Manual,First,7.0,,3.75,Tata,13.93,2179.0,138.0,7
3010,Jaipur,78000,Diesel,Manual,Second,5.0,,2.3,Maruti,19.3,1248.0,73.9,11
3011,Kolkata,78000,Diesel,Manual,First,5.0,,2.3,Tata,25.0,1396.0,69.01,3
3012,Hyderabad,52000,Diesel,Manual,First,5.0,7.27 Lakh,5.95,Maruti,28.4,1248.0,74.0,3
3013,Kolkata,30000,Petrol,Automatic,First,5.0,,3.49,Maruti,23.1,998.0,67.04,3
3014,Coimbatore,19254,Diesel,Automatic,First,5.0,,47.7,BMW,14.69,2993.0,258.0,3
3015,Coimbatore,29651,Petrol,Manual,First,5.0,,6.43,Volkswagen,16.47,1198.0,74.0,4
3016,Bangalore,80000,Diesel,Manual,First,7.0,,4.5,Tata,13.93,2179.0,138.03,8
3017,Kolkata,2971,Petrol,Automatic,First,4.0,,39.75,Mini,13.6,1598.0,181.0,1
3018,Kolkata,21400,Petrol,Manual,First,5.0,,4.0,Ford,15.6,1196.0,70.0,4
3019,Ahmedabad,77000,Diesel,Manual,First,5.0,,6.98,Honda,26.0,1498.0,98.6,4
3020,Delhi,80000,Diesel,Manual,Second,7.0,,1.75,Hyundai,12.6,1991.0,112.0,13
3021,Delhi,81755,Diesel,Manual,First,5.0,,4.75,Skoda,20.0,1968.0,108.5,6
3022,Hyderabad,99593,Diesel,Manual,First,7.0,,23.5,Toyota,11.5,2982.0,171.0,3
3023,Hyderabad,39791,Diesel,Manual,First,5.0,,7.49,Hyundai,22.32,1582.0,126.32,5
3024,Hyderabad,113000,Diesel,Manual,First,7.0,,10.85,Mahindra,15.1,2179.0,140.0,4
3025,Mumbai,24000,Petrol,Manual,First,5.0,,3.5,Renault,25.17,799.0,53.3,2
3026,Bangalore,39000,Petrol,Manual,Second,5.0,,6.3,Hyundai,18.6,1197.0,81.83,4
3027,Bangalore,37000,Petrol,Automatic,First,5.0,,6.75,Honda,15.6,1497.0,116.3,7
3028,Coimbatore,61108,Diesel,Automatic,First,7.0,,28.88,Ford,10.91,3198.0,197.0,2
3029,Kochi,61648,Petrol,Automatic,First,5.0,,14.23,Skoda,13.7,1798.0,157.75,3
3030,Mumbai,37000,Diesel,Automatic,Third,5.0,,15.0,BMW,22.69,1995.0,190.0,7
3031,Mumbai,53000,CNG,Manual,First,7.0,,5.8,Maruti,22.8,1373.0,80.9,6
3032,Jaipur,65000,Diesel,Manual,First,5.0,,3.75,Maruti,23.2,1248.0,73.94,6
3033,Jaipur,120000,Petrol,Manual,First,5.0,,1.15,Hyundai,18.9,1086.0,78.9,14
3034,Jaipur,148009,Diesel,Manual,Second,7.0,,12.75,Toyota,11.5,2982.0,171.0,8
3035,Mumbai,53001,Petrol,Manual,First,5.0,,1.95,Maruti,16.1,1298.0,88.2,10
3036,Mumbai,22345,Petrol,Manual,First,5.0,,4.95,Tata,20.3,1199.0,84.0,1
3037,Delhi,50000,Petrol,Automatic,First,5.0,,8.25,Honda,18.0,1497.0,117.3,4
3038,Hyderabad,48183,Diesel,Automatic,First,5.0,,20.99,BMW,13.2,1995.0,170.0,6
3039,Hyderabad,93000,Diesel,Automatic,Second,5.0,,17.5,Mercedes-Benz,14.21,2143.0,203.0,9
3040,Kochi,53500,Diesel,Manual,First,5.0,7.88 Lakh,5.36,Maruti,28.4,1248.0,74.0,4
3041,Delhi,17585,Petrol,Manual,First,7.0,,6.35,Maruti,16.02,1373.0,93.7,5
3042,Kolkata,36226,Petrol,Manual,First,5.0,,2.95,Hyundai,17.01,1591.0,121.3,8
3043,Coimbatore,25899,Diesel,Automatic,First,5.0,,55.7,Land,12.63,2179.0,147.5,0
3044,Kolkata,60170,Petrol,Manual,First,5.0,,1.15,Hyundai,18.9,1086.0,62.0,10
3045,Hyderabad,11200,Diesel,Automatic,First,5.0,,37.5,Mercedes-Benz,19.27,2143.0,167.62,2
3046,Kochi,49045,Petrol,Manual,First,5.0,,4.07,Hyundai,20.36,1197.0,78.9,2
3047,Kolkata,45000,Diesel,Manual,First,5.0,,2.99,Volkswagen,22.07,1199.0,73.9,7
3048,Delhi,40000,Diesel,Manual,First,5.0,,7.9,Maruti,24.3,1248.0,88.5,2
3049,Mumbai,36600,Diesel,Manual,First,5.0,,7.49,Renault,19.87,1461.0,83.8,3
3050,Jaipur,117000,Diesel,Manual,First,5.0,,1.1,Tata,18.0,1248.0,75.0,10
3051,Delhi,16000,Diesel,Automatic,First,7.0,,56.0,Mercedes-Benz,11.3,2987.0,254.8,3
3052,Mumbai,50000,Diesel,Manual,First,5.0,8.84 Lakh,3.5,Hyundai,25.4,1186.0,73.97,3
3053,Hyderabad,150000,Diesel,Manual,First,5.0,,3.0,Hyundai,18.1,1493.0,110.0,11
3054,Mumbai,11000,Petrol,Manual,First,5.0,,6.1,Hyundai,17.01,1591.0,121.3,5
3055,Bangalore,102016,Petrol,Manual,First,5.0,,2.25,Ford,15.6,1196.0,70.0,9
3056,Chennai,38000,Diesel,Manual,First,5.0,,5.95,Maruti,25.2,1248.0,74.0,3
3057,Hyderabad,71491,Diesel,Manual,First,5.0,,4.95,Renault,23.08,1461.0,63.12,6
3058,Bangalore,46354,Petrol,Manual,Second,5.0,,5.49,Volkswagen,16.47,1198.0,74.0,4
3059,Delhi,87000,Diesel,Automatic,First,5.0,52.46 Lakh,6.67,BMW,22.69,1995.0,190.0,0
3060,Ahmedabad,20765,Petrol,Manual,First,5.0,,6.25,Skoda,15.0,1598.0,103.52,4
3061,Ahmedabad,58000,Petrol,Manual,Second,5.0,,1.51,Hyundai,18.9,999.0,78.9,14
3062,Coimbatore,51076,Diesel,Automatic,First,7.0,,34.88,Audi,12.07,2967.0,241.4,5
3063,Jaipur,84085,Diesel,Manual,First,5.0,,6.9,Maruti,26.21,1248.0,88.5,3
3064,Kolkata,55000,Diesel,Manual,First,5.0,,5.99,Honda,25.1,1498.0,98.6,5
3065,Mumbai,73000,Petrol,Automatic,First,5.0,,10.4,Mercedes-Benz,10.93,3498.0,272.0,9
3066,Pune,50001,Diesel,Automatic,First,5.0,,29.0,Audi,14.57,2967.0,241.38,7
3067,Coimbatore,93166,Diesel,Manual,Second,7.0,11.67 Lakh,5.85,Mahindra,14.02,2179.0,118.3,3
3068,Kochi,99583,Petrol,Automatic,Third,5.0,,2.21,Honda,12.0,1493.0,100.0,13
3069,Mumbai,72000,Petrol,Manual,First,5.0,,2.4,Maruti,15.5,1586.0,103.3,9
3070,Pune,70000,Petrol,Manual,Third,5.0,,3.0,Toyota,14.53,1798.0,138.1,10
3071,Pune,61000,Petrol,Automatic,Second,5.0,,3.75,Volkswagen,14.4,1598.0,103.6,7
3072,Pune,66510,Petrol,Manual,First,5.0,,2.95,Hyundai,21.1,814.0,55.2,4
3073,Hyderabad,84062,Diesel,Manual,First,5.0,,5.8,Skoda,20.0,1968.0,108.5,8
3074,Hyderabad,80799,Diesel,Manual,First,5.0,,4.9,Maruti,22.9,1248.0,74.0,7
3075,Kolkata,5000,Petrol,Automatic,First,5.0,22.37 Lakh,16.95,Toyota,14.28,1798.0,138.03,1
3076,Hyderabad,92000,Diesel,Manual,First,8.0,,12.5,Toyota,12.99,2494.0,100.0,6
3077,Hyderabad,53000,Diesel,Manual,First,5.0,,5.0,Tata,27.28,1047.0,69.0,2
3078,Mumbai,39822,Petrol,Manual,First,5.0,12.02 Lakh,4.68,Skoda,15.41,1598.0,103.52,4
3079,Mumbai,29000,Diesel,Automatic,First,7.0,,29.8,Ford,10.91,3198.0,197.0,3
3080,Kochi,24214,Petrol,Manual,Second,5.0,3.95 Lakh,3.46,Renault,25.17,799.0,53.3,2
3081,Pune,75000,Diesel,Manual,First,5.0,,4.0,Hyundai,23.0,1396.0,90.0,7
3082,Chennai,77216,Diesel,Manual,Second,5.0,,4.5,Skoda,17.5,1896.0,106.0,7
3083,Kochi,74290,Diesel,Manual,First,5.0,,5.87,Toyota,21.43,1364.0,87.2,6
3084,Delhi,61000,Diesel,Manual,First,8.0,,9.5,Mahindra,15.4,2179.0,120.0,4
3085,Chennai,44000,Diesel,Automatic,First,5.0,,32.5,Audi,14.16,1968.0,174.3,6
3086,Coimbatore,74041,Diesel,Manual,First,8.0,,3.88,Chevrolet,18.2,1248.0,73.8,5
3087,Coimbatore,85846,Diesel,Automatic,First,5.0,48.79 Lakh,13.08,BMW,22.69,1995.0,190.0,6
3088,Delhi,52000,Diesel,Manual,First,5.0,,3.5,Nissan,21.64,1461.0,84.8,7
3089,Mumbai,47000,Petrol,Manual,Second,5.0,,3.5,Honda,12.8,2354.0,177.6,9
3090,Bangalore,72010,Diesel,Manual,First,5.0,,4.45,Hyundai,16.8,1493.0,110.0,9
3091,Jaipur,15000,Petrol,Manual,First,8.0,,2.35,Maruti,16.8,796.0,34.2,4
3092,Kolkata,480000,Petrol,Manual,First,5.0,,5.0,Honda,17.4,1497.0,117.3,4
3093,Kolkata,24720,Diesel,Automatic,Second,5.0,,28.0,Audi,16.55,2967.0,241.4,7
3094,Chennai,75000,Petrol,Manual,Second,5.0,,2.0,Ford,16.6,1388.0,68.0,12
3095,Mumbai,57000,Diesel,Manual,First,5.0,,6.35,Hyundai,22.54,1396.0,88.73,4
3096,Kochi,41057,Diesel,Automatic,First,5.0,,24.63,Mercedes-Benz,13.0,2143.0,201.1,4
3097,Pune,92000,CNG,Manual,Second,5.0,,3.0,Maruti,26.2,998.0,58.2,7
3098,Chennai,20000,Diesel,Manual,First,5.0,,7.9,Ford,22.77,1498.0,98.59,3
3099,Mumbai,52359,Petrol,Manual,First,5.0,,3.25,Hyundai,18.5,1197.0,80.0,8
3100,Delhi,17000,Petrol,Manual,Second,5.0,,8.25,Honda,17.8,1497.0,117.3,3
3101,Kolkata,39002,Diesel,Manual,First,5.0,,2.85,Nissan,23.08,1461.0,63.1,8
3102,Pune,129986,Diesel,Manual,Second,5.0,,3.2,Ford,20.0,1399.0,68.0,9
3103,Kolkata,45000,Petrol,Manual,First,5.0,,1.75,Nissan,18.44,1198.0,75.0,6
3104,Kolkata,41300,Diesel,Manual,First,5.0,,3.38,Maruti,17.8,1248.0,74.0,6
3105,Ahmedabad,82002,Petrol,Manual,Second,5.0,,5.75,Honda,12.8,2354.0,177.6,10
3106,Mumbai,67000,Petrol,Automatic,First,5.0,,4.7,Skoda,13.7,1798.0,157.75,9
3107,Hyderabad,21260,Petrol,Manual,First,5.0,,2.9,Maruti,14.0,796.0,35.0,2
3108,Ahmedabad,55362,Diesel,Manual,First,5.0,,4.25,Hyundai,21.9,1396.0,88.8,7
3109,Chennai,13000,Diesel,Automatic,First,5.0,,14.5,Hyundai,17.01,1582.0,126.2,2
3110,Kochi,45725,Diesel,Manual,First,5.0,,5.34,Maruti,25.2,1248.0,74.0,3
3111,Jaipur,105000,Diesel,Manual,First,5.0,,3.85,Maruti,25.2,1248.0,74.0,5
3112,Hyderabad,156056,Diesel,Manual,First,8.0,,8.5,Toyota,12.8,2494.0,102.0,10
3113,Mumbai,135000,Diesel,Manual,First,5.0,,4.2,Hyundai,24.4,1120.0,71.0,3
3114,Delhi,67000,Diesel,Manual,First,7.0,,6.75,Maruti,20.77,1248.0,88.7,3
3115,Jaipur,90000,Diesel,Automatic,First,7.0,,26.0,Ford,10.91,3198.0,197.2,3
3116,Coimbatore,32251,Diesel,Manual,First,5.0,,8.61,Hyundai,22.54,1396.0,88.73,0
3117,Mumbai,47000,Petrol,Manual,First,5.0,,1.46,Maruti,19.0,998.0,67.1,10
3118,Mumbai,75308,Diesel,Manual,Second,5.0,,2.8,Maruti,21.1,1248.0,73.9,8
3119,Kochi,44202,CNG,Manual,First,4.0,4.66 Lakh,4.0,Maruti,32.26,998.0,58.2,1
3120,Mumbai,58000,Petrol,Manual,First,5.0,,5.47,Honda,17.0,1497.0,118.0,5
3121,Mumbai,60000,Petrol,Manual,First,5.0,,2.45,Maruti,17.5,1298.0,85.8,10
3122,Hyderabad,45000,Diesel,Automatic,First,5.0,,21.5,BMW,17.05,1995.0,184.0,5
3123,Mumbai,41195,Petrol,Manual,First,5.0,,1.38,Tata,15.0,1368.0,90.0,9
3124,Chennai,89000,Diesel,Manual,First,7.0,,13.5,Mahindra,16.0,2179.0,140.0,3
3125,Bangalore,60510,Petrol,Automatic,Second,5.0,,3.1,Hyundai,16.95,1197.0,78.9,10
3126,Mumbai,8500,Petrol,Manual,First,5.0,,5.49,Maruti,21.4,1197.0,83.1,3
3127,Kochi,35981,Diesel,Manual,First,5.0,11.29 Lakh,9.51,Maruti,24.3,1248.0,88.5,2
3128,Mumbai,23152,Petrol,Manual,First,5.0,,2.39,Ford,15.6,1196.0,70.02,7
3129,Delhi,74663,CNG,Manual,First,5.0,5.35 Lakh,3.25,Maruti,33.54,998.0,67.04,5
3130,Mumbai,61529,Petrol,Automatic,First,5.0,,5.65,Volkswagen,18.19,1197.0,103.5,5
3131,Ahmedabad,91596,Diesel,Manual,First,7.0,,1.85,Mahindra,14.95,2489.0,93.7,9
3132,Kochi,14298,Petrol,Automatic,First,5.0,1.36 Cr,2.02,Porsche,13.33,2995.0,340.0,0
3133,Hyderabad,83327,Diesel,Manual,First,5.0,,5.8,Maruti,19.3,1248.0,73.9,6
3134,Hyderabad,22857,Petrol,Manual,First,5.0,,6.9,Volkswagen,16.2,1199.0,74.0,2
3135,Chennai,34620,Petrol,Manual,Second,5.0,,5.35,Hyundai,17.01,1591.0,121.3,6
3136,Bangalore,56000,Petrol,Manual,First,5.0,,2.85,Hyundai,19.81,1086.0,68.05,9
3137,Chennai,81000,Diesel,Automatic,First,5.0,,22.75,Mercedes-Benz,13.0,2143.0,204.0,5
3138,Jaipur,95150,Petrol,Manual,Third,5.0,,0.45,Maruti,17.3,993.0,60.0,21
3139,Coimbatore,32776,Petrol,Manual,First,5.0,,4.64,Hyundai,20.36,1197.0,78.9,6
3140,Coimbatore,51587,Diesel,Manual,First,5.0,,5.27,Honda,25.8,1498.0,98.6,3
3141,Jaipur,36000,Diesel,Manual,First,7.0,,10.0,Tata,14.1,2179.0,148.0,3
3142,Mumbai,22000,Petrol,Manual,First,5.0,6.23 Lakh,3.95,Honda,18.5,1198.0,86.8,4
3143,Kochi,30754,Petrol,Manual,First,5.0,,3.38,Hyundai,17.0,1197.0,80.0,9
3144,Coimbatore,37109,Petrol,Manual,First,5.0,,16.8,Volkswagen,14.69,1390.0,120.33,1
3145,Kolkata,45000,Petrol,Manual,First,5.0,,1.99,Honda,16.7,1198.0,88.8,9
3146,Coimbatore,33284,Petrol,Manual,First,5.0,,5.84,Hyundai,18.9,1197.0,82.0,2
3147,Coimbatore,55115,Diesel,Automatic,First,5.0,,36.15,Jaguar,14.74,2993.0,270.9,3
3148,Kolkata,18000,Diesel,Automatic,First,5.0,,25.7,Jaguar,16.36,2179.0,187.7,5
3149,Coimbatore,130790,Diesel,Manual,First,7.0,,9.24,Mahindra,16.0,2179.0,140.0,6
3150,Delhi,16607,Diesel,Manual,First,5.0,,7.65,Maruti,22.7,1598.0,118.0,4
3151,Coimbatore,32205,Diesel,Automatic,First,5.0,,25.31,Audi,17.11,1968.0,174.33,4
3152,Delhi,67000,Diesel,Manual,First,5.0,,4.75,Renault,19.01,1461.0,108.45,6
3153,Coimbatore,57676,Petrol,Manual,First,5.0,,6.69,Maruti,19.1,1197.0,85.8,5
3154,Mumbai,41000,Petrol,Manual,First,5.0,,3.1,Volkswagen,16.47,1198.0,73.9,7
3155,Jaipur,65000,Petrol,Manual,First,8.0,,1.55,Maruti,19.7,796.0,35.0,7
3156,Coimbatore,12153,Petrol,Automatic,First,5.0,7.98 Lakh,6.84,Hyundai,18.9,1197.0,81.86,0
3157,Hyderabad,16810,Petrol,Manual,First,4.0,,1.6,Tata,25.4,624.0,37.5,5
3158,Kochi,61221,Petrol,Automatic,First,5.0,47.16 Lakh,21.73,Audi,17.84,1395.0,147.51,2
3159,Mumbai,22000,Petrol,Manual,First,5.0,,4.75,Volkswagen,16.47,1198.0,74.0,4
3160,Chennai,63714,Petrol,Manual,First,5.0,,2.45,Maruti,22.74,796.0,47.3,4
3161,Kochi,14857,Diesel,Automatic,First,5.0,41.98 Lakh,31.55,Mini,20.7,1496.0,113.98,0
3162,Delhi,69000,Diesel,Automatic,Second,5.0,,10.25,Audi,15.2,1968.0,140.8,7
3163,Coimbatore,14648,Diesel,Manual,First,7.0,35.29 Lakh,27.36,Ford,12.62,2198.0,158.0,0
3164,Hyderabad,100000,Petrol,Manual,Second,5.0,,6.5,Ford,15.8,1499.0,110.0,6
3165,Jaipur,22000,Petrol,Manual,First,5.0,,4.25,Hyundai,18.9,1197.0,82.0,3
3166,Mumbai,10000,Petrol,Manual,First,5.0,,5.5,Chevrolet,18.2,1199.0,82.4,5
3167,Kolkata,107000,Petrol,Manual,First,5.0,,4.0,Maruti,20.85,1197.0,83.14,4
3168,Kochi,48198,Petrol,Manual,First,5.0,7.63 Lakh,4.65,Tata,17.57,1193.0,88.7,2
3169,Delhi,15000,Diesel,Automatic,First,5.0,,28.5,Mercedes-Benz,19.27,2143.0,170.0,4
3170,Coimbatore,80073,Diesel,Manual,First,5.0,,7.11,Chevrolet,17.3,1998.0,163.7,5
3171,Hyderabad,85388,Diesel,Manual,First,5.0,,3.9,Maruti,21.1,1248.0,73.9,6
3172,Jaipur,14700,Petrol,Manual,First,5.0,,5.6,Hyundai,18.9,1197.0,81.86,2
3173,Pune,150000,Diesel,Manual,Third,5.0,7.91 Lakh,2.25,Maruti,28.4,1248.0,73.75,7
3174,Kolkata,34994,Diesel,Manual,First,5.0,,3.9,Hyundai,22.32,1582.0,126.32,8
3175,Coimbatore,82536,Diesel,Automatic,First,5.0,,28.63,Jaguar,14.74,2993.0,270.9,5
3176,Delhi,82000,Petrol,Automatic,First,5.0,,7.25,Skoda,13.7,1798.0,157.75,6
3177,Pune,52000,Petrol,Manual,Second,5.0,,2.0,Maruti,18.9,998.0,67.1,13
3178,Mumbai,20000,Petrol,Manual,First,5.0,,3.5,Volkswagen,16.47,1198.0,73.9,8
3179,Hyderabad,55000,Petrol,Manual,First,5.0,,5.0,Honda,14.8,1799.0,130.2,8
3180,Ahmedabad,47001,CNG,Manual,First,5.0,5.36 Lakh,3.72,Maruti,20.0,1196.0,63.0,4
3181,Chennai,52000,Petrol,Manual,First,5.0,5.51 Lakh,3.45,Maruti,22.5,998.0,67.04,5
3182,Kolkata,43284,Diesel,Manual,First,5.0,,4.5,Maruti,23.4,1248.0,74.0,6
3183,Coimbatore,23875,Petrol,Automatic,First,5.0,,14.36,Hyundai,13.0,1591.0,121.3,1
3184,Bangalore,51866,Petrol,Manual,First,5.0,,5.5,Hyundai,18.9,1197.0,82.0,3
3185,Mumbai,69000,Diesel,Manual,First,5.0,,3.0,Nissan,23.08,1461.0,63.1,6
3186,Coimbatore,62788,Petrol,Manual,First,5.0,8.1 Lakh,6.08,Hyundai,18.9,1197.0,81.86,2
3187,Chennai,150000,Diesel,Manual,First,5.0,,5.0,Volkswagen,20.54,1598.0,103.6,6
3188,Kochi,47566,Diesel,Automatic,First,7.0,,20.25,Toyota,12.55,2982.0,168.5,4
3189,Chennai,67000,Petrol,Manual,Third,5.0,,1.2,Hyundai,18.9,999.0,78.9,17
3190,Pune,20300,Diesel,Automatic,First,7.0,20.97 Lakh,18.0,Toyota,11.36,2755.0,171.5,1
3191,Pune,48300,Diesel,Automatic,First,5.0,,17.5,Mercedes-Benz,20.0,2143.0,107.3,4
3192,Pune,30000,Petrol,Manual,First,5.0,,2.1,Hyundai,21.1,814.0,55.2,6
3193,Bangalore,36000,Diesel,Manual,Second,5.0,,7.5,Hyundai,22.7,1582.0,126.24,7
3194,Kochi,27641,Diesel,Automatic,Second,4.0,34.89 Lakh,24.77,Mini,20.7,1496.0,113.98,4
3195,Bangalore,60000,Diesel,Manual,First,5.0,,8.65,Renault,19.64,1461.0,108.45,4
3196,Chennai,9000,Diesel,Automatic,First,7.0,,35.5,Ford,10.91,3198.0,197.0,0
3197,Delhi,60750,Petrol,Manual,First,5.0,,10.5,Toyota,14.28,1798.0,138.03,5
3198,Delhi,9000,Diesel,Manual,First,7.0,16.4 Lakh,13.0,Mahindra,14.0,2179.0,155.0,1
3199,Kolkata,41100,Diesel,Automatic,First,5.0,1.66 Cr,26.5,BMW,16.77,2993.0,261.49,7
3200,Ahmedabad,60000,Petrol,Manual,Second,5.0,,1.4,Maruti,17.3,1061.0,64.0,15
3201,Kochi,38424,Petrol,Manual,First,5.0,,7.51,Honda,17.8,1497.0,117.3,2
3202,Delhi,50000,Diesel,Manual,First,5.0,,4.3,Maruti,22.9,1248.0,74.0,5
3203,Mumbai,19000,Petrol,Automatic,First,5.0,15.29 Lakh,8.95,Honda,18.0,1497.0,117.3,4
3204,Kochi,58734,Diesel,Manual,First,7.0,,6.91,Maruti,20.77,1248.0,88.76,4
3205,Coimbatore,65257,Diesel,Manual,First,5.0,,9.75,Renault,19.01,1461.0,108.45,3
3206,Jaipur,130000,Diesel,Manual,Second,5.0,,4.0,Maruti,19.3,1248.0,73.9,9
3207,Hyderabad,79000,Diesel,Manual,First,5.0,,3.65,Maruti,23.2,1248.0,73.94,8
3208,Chennai,78000,Diesel,Manual,First,7.0,,10.75,Mahindra,15.1,2179.0,140.0,6
3209,Kochi,49133,Petrol,Manual,First,5.0,,4.51,Honda,19.4,1198.0,86.8,4
3210,Coimbatore,22769,Diesel,Automatic,First,5.0,,49.22,Mercedes-Benz,17.9,2987.0,165.0,3
3211,Coimbatore,54448,Diesel,Manual,First,5.0,,3.7,Tata,21.02,1248.0,88.8,5
3212,Hyderabad,158793,Diesel,Manual,First,7.0,,12.99,Toyota,12.8,2494.0,102.0,5
3213,Delhi,62088,Petrol,Manual,First,5.0,,4.15,Maruti,18.6,1197.0,85.8,4
3214,Kolkata,14800,Petrol,Manual,First,5.0,,4.4,Hyundai,17.01,1591.0,121.3,7
3215,Kolkata,26000,Petrol,Manual,First,7.0,,4.25,Honda,17.3,1497.0,117.3,4
3216,Mumbai,32005,Petrol,Manual,First,5.0,,4.25,Honda,18.0,1198.0,86.7,2
3217,Jaipur,35000,Petrol,Automatic,First,5.0,14.67 Lakh,7.7,Honda,18.0,1497.0,117.3,2
3218,Pune,52000,Diesel,Automatic,First,5.0,,39.75,Land,12.7,2179.0,187.7,4
